,Energy Entropy Mean,Energy Entropy Max,MFCC Mean 1,MFCC Mean 2,MFCC Mean 3,MFCC Mean 4,MFCC Mean 5,MFCC Mean 6,MFCC Mean 7,MFCC Mean 8,MFCC Mean 9,MFCC Mean 10,MFCC Mean 11,MFCC Mean 12,MFCC Mean 13,MFCC Std 1,MFCC Std 2,MFCC Std 3,MFCC Std 4,MFCC Std 5,MFCC Std 6,MFCC Std 7,MFCC Std 8,MFCC Std 9,MFCC Std 10,MFCC Std 11,MFCC Std 12,MFCC Std 13,Delta MFCC Mean 1,Delta MFCC Mean 2,Delta MFCC Mean 3,Delta MFCC Mean 4,Delta MFCC Mean 5,Delta MFCC Mean 6,Delta MFCC Mean 7,Delta MFCC Mean 8,Delta MFCC Mean 9,Delta MFCC Mean 10,Delta MFCC Mean 11,Delta MFCC Mean 12,Delta MFCC Mean 13,Delta-Delta MFCC Mean 1,Delta-Delta MFCC Mean 2,Delta-Delta MFCC Mean 3,Delta-Delta MFCC Mean 4,Delta-Delta MFCC Mean 5,Delta-Delta MFCC Mean 6,Delta-Delta MFCC Mean 7,Delta-Delta MFCC Mean 8,Delta-Delta MFCC Mean 9,Delta-Delta MFCC Mean 10,Delta-Delta MFCC Mean 11,Delta-Delta MFCC Mean 12,Delta-Delta MFCC Mean 13,Skewness MFCC 1,Skewness MFCC 2,Skewness MFCC 3,Skewness MFCC 4,Skewness MFCC 5,Skewness MFCC 6,Skewness MFCC 7,Skewness MFCC 8,Skewness MFCC 9,Skewness MFCC 10,Skewness MFCC 11,Skewness MFCC 12,Skewness MFCC 13,Kurtosis MFCC 1,Kurtosis MFCC 2,Kurtosis MFCC 3,Kurtosis MFCC 4,Kurtosis MFCC 5,Kurtosis MFCC 6,Kurtosis MFCC 7,Kurtosis MFCC 8,Kurtosis MFCC 9,Kurtosis MFCC 10,Kurtosis MFCC 11,Kurtosis MFCC 12,Kurtosis MFCC 13,Spectral Entropy Mean,Spectral Centroid Mean,Harmonic Ratio Mean,Chroma Mean,Chroma Std,Spectral Flux Mean,Spectral Flux Std
MFCC Std 11,-0.03602211672486131,-0.01920559667596294,-0.09145419415497143,-0.0750691082862934,0.1099318545900192,0.14687279732131242,0.04906997900872818,0.07218740022953248,0.18284889930431947,0.15813765713191133,0.004199824552503865,-0.10691480832172272,-0.019282990163854867,0.0379979788647734,0.12947333765978147,-0.046920329230957916,0.19915361319750471,-0.07608792693786971,-0.02774963483975355,-0.09421215415918087,-0.09687019411407143,-0.02176536626427004,-0.07621038302500896,-0.013333670701536906,0.33410213368572156,1.0,0.34275701540990094,0.11656657613157417,0.1795050787532231,0.0550554652993734,-0.16719805426000336,-0.06780580727355157,0.14700631443954984,0.07596004367275967,0.033722002171857335,0.1028937477467683,0.08839062792563396,0.03351020979005092,0.028316354692422042,0.07202512501410951,0.013721435760491984,-0.0013043758538449548,-0.13193705227054725,-0.07971183176209298,-0.03471995549266347,0.1799543358670977,0.039165228263441536,-0.02490758436677282,0.11161098256894013,0.19245477217895662,0.05776995133491327,0.0034922510698918176,-0.10618368090779964,-0.16672677059010996,-0.04664144713257711,0.010490905529562692,-0.017263299489962667,-0.13482409819176808,-0.021043471555840673,0.09986573042092493,-0.07665312733533249,-0.1651175260706106,0.014596056624761784,-0.016082270313934808,-0.08258901826283506,-0.06192668672612043,0.00908456161065633,-0.008213592126772602,-0.02760159615123402,0.036967769221169074,-0.055805892805483745,-0.03549386196247313,0.12964070218216653,0.016888959839790024,-0.21337872957019918,-0.04285834981936263,-0.1331973247304936,-0.136522567828729,-0.07672289996112362,-0.11100450758930201,-0.18813715598943745,-0.09936536769842218,0.12164939724663501,-0.011013212469737277,0.07431141158617809,0.0002998939872775724,-0.045120471842608104
MFCC Std 12,0.2593680665075544,-0.0429056946016289,-0.5877453050131305,-0.6651673096626868,0.5755615157189047,0.5523115397824777,-0.5077290698013266,-0.4102438258253698,0.22529874184528045,0.39886308634720313,0.3327556319513413,-0.07506903685777723,-0.0380809844783372,0.16297238725138627,0.15193820174696082,-0.4694615735336663,0.518733035804889,-0.6159483118759858,-0.12492596954587468,-0.3509860766393661,-0.5524869887312013,-0.14276095054988439,-0.391573307510333,-0.3458630856576178,-0.10397906976050406,0.34275701540990094,1.0,0.7232747010885104,0.1971445066038365,0.5591248764126543,0.3458517562854544,-0.3964119058039736,-0.19357766353097586,-0.11752602562941754,-0.2607757059100516,-0.09125087754138013,0.08481716900313989,0.08443497776429976,-0.07562220934112536,-0.005006879436224455,0.12920267382137715,0.46832387704382317,-0.003954575862475901,-0.3041712351888078,-0.2559489521567261,0.1895729491250508,0.3878009272864074,0.16685854691877577,0.1577624058271643,0.293648740517574,0.32858830570670705,0.29745684201082956,0.09303080540228496,-0.1068773651809755,0.198111937569808,0.6155782310669426,-0.47018883812981654,-0.3254663124118511,0.5135235097435598,0.4470206329173108,0.036049199165303046,-0.2795924937864759,-0.261090148936849,-0.09392158573757681,0.009938316845470092,-0.18333942800635267,0.15483886405115113,0.19677450066256788,-0.5696019499189044,0.5548411145478317,-0.1295843092997811,0.40868630718041826,0.41188696749288667,0.09768317294321587,-0.43743368811067684,-0.4466582497747621,-0.33767123137169885,-0.3391906068762669,-0.3593416860555188,-0.46355589651622525,-0.400724080601252,-0.07450216888660417,0.011782971961707453,-0.12666916826833646,0.271932684358895,-0.38352349003457675,0.08218524895458583
MFCC Std 13,0.22548607075913563,-0.06851834971117009,-0.5117643199610225,-0.602049947212251,0.5558252963649769,0.527594899294861,-0.4345807646473696,-0.29540870860744206,0.29844170797491504,0.42558651128337754,0.338815848306327,-0.042341363667384155,0.043599082428435534,0.29179630551344554,0.30450315264517314,-0.41840457319485475,0.5082682257469784,-0.5620949156788005,-0.14549068399241152,-0.24726269443444027,-0.42789566380791405,-0.17407307057159527,-0.32572829187100655,-0.19023210156417836,0.05017483787736693,0.11656657613157417,0.7232747010885104,1.0,0.18401190360638692,0.5268319145372412,0.2903125952257268,-0.43235364503370693,-0.22733847026466114,-0.16029116567888851,-0.19571503540159665,0.05171702410790479,0.17115825805323395,0.05291109807754425,-0.10811003868372925,0.050309603233644064,0.2247929506479963,0.41940363469558867,-0.005729828159824881,-0.3554199119245934,-0.19840674329674954,0.1642669269720471,0.28022681840027786,0.12630375628516488,0.17336223889861196,0.2837349530129976,0.3264663571560575,0.32458505378496355,0.11875937000119954,-0.06488028364827787,0.23165905023179453,0.5746588118903265,-0.43312690101631557,-0.18042151771523332,0.49507091579789303,0.44953193070357583,-0.05091326480751266,-0.3229093455075452,-0.2906827943834588,0.038009188527813056,0.09193909612296883,-0.2531476787986051,0.053548476111643185,0.22344128326310955,-0.5170752214333912,0.5266344760182397,-0.015040549592272183,0.44336073719756597,0.27514053738614763,0.08285673688979192,-0.4465648924110383,-0.4376735256902669,-0.2657483667942849,-0.39330545060629307,-0.41741504544720653,-0.4395532122282455,-0.4008794828999314,-0.07765280394544806,-0.031542001507549274,-0.14382618025892716,0.2344775139149352,-0.3250144569139693,0.1454764172816719
Delta MFCC Mean 1,-0.22500477094297844,-0.13288762011704877,-0.03954265201209648,-0.05835859618301891,0.2824915443615182,0.2862115970400678,0.13372001640672102,0.28629309078419524,0.41576516471489466,0.36933692869609736,0.3068132876365423,0.21538979756857926,0.3034763081770123,0.3487769766699278,0.29327347761717637,-0.10483540087217726,0.27739357109221874,-0.12024037613581996,-0.10971965051629189,0.042325560316737204,-0.12528318810155345,0.03687984279952089,-0.2305731465382551,-0.04103147673013771,0.08630256386326254,0.1795050787532231,0.1971445066038365,0.18401190360638692,1.0,0.255452291376147,-0.4401812742223902,-0.2233049421819007,-0.13232802941816085,-0.18061142726378096,-0.2460126120617958,0.1770658115122922,0.09590497629481523,-0.017889808989920316,-0.07411761501563512,0.17724887481514243,0.08801555542223541,0.09979450160552525,-0.41150001356327653,-0.28065198963899035,-0.144448195289736,0.2163795246709322,0.05177839681754516,-0.11115407045018505,0.18537146116553585,0.31483245344127936,0.18643946986172039,0.07640359249737522,-0.13009325872532768,-0.09532429844933289,0.06460265928399606,0.07832995483961142,-0.11707174138465813,-0.07609239061716923,-0.007542491126244049,0.0339518451064268,-0.20806736880559656,-0.36074406591509395,-0.2503025209835349,-0.04888615662107479,-0.09293768894767601,-0.18519708303753388,-0.2038933505488951,0.0597373134060747,-0.08660549737693723,0.13953844430973114,-0.06042648547853269,0.11158791386560647,0.05346831268395283,-0.011862649718703763,-0.17939315019014257,-0.21159826072150315,0.007703077925766138,-0.11186905532144568,0.042632353576122654,0.007946348927774417,-0.18360958951186107,-0.33946532374539434,-0.18387292887368314,0.23208414235446037,-0.18892379216009003,0.1537416886064405,0.21420470046695897
Delta MFCC Mean 2,0.0771318404452215,-0.11900892664928592,-0.6462911259430664,-0.7104857569663778,0.8255031755479968,0.766364766028974,-0.5190346316985757,-0.27882615801861554,0.5516156045270706,0.7108227262619226,0.5839357384890433,-0.0032287401240319222,0.08381197148651266,0.405144841220435,0.37623646532246985,-0.6470998611498837,0.5811460377677709,-0.7920204526745571,-0.32941722424729875,-0.3878050297675266,-0.6893643584360425,-0.34321784980305,-0.5787489933007396,-0.39668654378688095,-0.11768226763489996,0.0550554652993734,0.5591248764126543,0.5268319145372412,0.255452291376147,1.0,0.6188129763444098,-0.601961128485722,-0.23365719795182313,-0.16691311777587828,-0.2410587304719568,-0.08991170213716736,0.1415758531058157,0.04827803282921395,-0.08712949958026268,0.0057271519243076675,0.20895591112111347,0.49350500984460405,-0.19981899323210772,-0.45577081100525213,-0.32581748939121064,0.34561603069547286,0.5140524204508451,0.22942068093472903,0.30164489154706775,0.3834931943896391,0.3808669919032614,0.30504937948839794,0.04227137244935154,-0.10679047215658101,0.2595498154970611,0.7581484354385681,-0.6178259867173477,-0.40462206710459075,0.533057753187419,0.4750525146450166,-0.25084148656824046,-0.5580167104031247,-0.4311939501072702,-0.06444014091114972,0.07978980170392183,-0.29378397689594404,0.05706520297711039,0.26504079708282535,-0.7327129834851991,0.7041613355967921,-0.15495880771784593,0.42949783626353394,0.47966133739365774,-0.05308499141245214,-0.6410383168988152,-0.6464488194085298,-0.41749273052736285,-0.522009474118251,-0.35216095369698047,-0.41999255134678,-0.5780739194242317,-0.4410254185251358,-0.1752938402595646,0.06546117286117159,0.13292150238625397,-0.3158062251543907,0.2257634462820983
Delta MFCC Mean 3,0.3106235133097415,0.010647456371072844,-0.6025281570907798,-0.6293705866816435,0.4688718310615645,0.40907166710188014,-0.690526962979841,-0.6527473343521776,0.03407565674455052,0.27243938797064116,0.22588542342492635,-0.2983074126100323,-0.32898696340263395,-0.034219057044115486,0.0001758541583466144,-0.5185811786369224,0.23569141017371914,-0.6303579223086889,-0.14027560601630937,-0.45548107773719076,-0.5678818415982795,-0.3095550439810868,-0.37717999967287374,-0.43990542608934735,-0.32900178825253046,-0.16719805426000336,0.3458517562854544,0.2903125952257268,-0.4401812742223902,0.6188129763444098,1.0,-0.11242749476834493,-0.1085263381116919,0.06815565927287932,-0.058213403741643285,-0.3322254134558601,-0.08596503677074664,0.09452666824374849,0.05390156933803451,-0.11936907777699529,0.015815051565842106,0.4695588350691296,0.21480854256558218,-0.0505966193925377,-0.30268862872060676,0.015566472603391878,0.47925396895650124,0.3154385361114885,-0.06782417507304622,-0.00161861940884381,0.23461900120784296,0.2768542223024981,0.21940116246825,0.026269257622772584,0.18671075673467274,0.6402631169028374,-0.5057028997638632,-0.3474628030253363,0.5548698332486566,0.4233156333259337,0.07191033786323435,-0.04004315424286346,-0.12399626027683595,0.0018403600619760943,0.15208882707917792,-0.11064399253987,0.29985335868487656,0.1857196382662096,-0.5996816638237765,0.5651649529287978,-0.14323698063252202,0.2863522905791506,0.3786769007450856,-0.034294248041988454,-0.34049694965276844,-0.3883952141756965,-0.435653813140098,-0.28320887710646747,-0.33284826135807194,-0.3466278294073857,-0.29540138236458363,-0.02454467980097504,0.05017320409038219,-0.18381678959403344,0.3157642438581647,-0.4789781046216528,0.0036567255445583203
Delta MFCC Mean 4,-0.00398347948529158,0.15895912216118135,0.266578049860607,0.3566314085883977,-0.5275398133389512,-0.46469958708367826,0.1987069617651295,-0.055899306292102366,-0.47752120126716796,-0.4891812276743644,-0.41662138633428686,-0.18785523884460278,-0.25842455925221625,-0.3524347416075143,-0.32268116362191285,0.34794591034594535,-0.38796731760069947,0.4108042731808685,0.21433178322015276,0.12455183671308481,0.33061924634934403,0.19974017903699898,0.3205618284541876,0.10877007926054272,-0.06408078672274212,-0.06780580727355157,-0.3964119058039736,-0.43235364503370693,-0.2233049421819007,-0.601961128485722,-0.11242749476834493,1.0,0.5266225485024593,0.3598443444055633,0.21590543866385828,-0.15751827205563784,-0.33861424015614167,-0.04429796668055423,0.16443352120385304,0.03441357582139082,-0.23917533484054054,-0.15223605282294198,0.22193663815475176,0.564468386361013,0.13310570176656125,-0.35007949290978435,-0.23084257659584623,-0.13161029307690653,-0.48699617182053756,-0.4289497150542014,-0.24614510446544308,-0.17956114450216776,-0.002996532703904667,0.028262604453090968,-0.1422487629997124,-0.39412007713887587,0.2989838697115569,0.15212498493488044,-0.2447120756751451,-0.2431266776417546,0.2438718012032829,0.5120364739023806,0.31352669798345933,0.08457077015032355,-0.0247522546348665,0.13358288498337528,0.07020007242617636,-0.14170930216793148,0.370753997175825,-0.36921233939944753,0.012517886914679132,-0.3651257336522791,-0.24301369847746485,-0.06265377079793254,0.43456802249391335,0.37764583065064605,0.10496276200175243,0.35025412344240653,0.16896310529380013,0.2803423809833605,0.3849333849146961,0.3345468439312706,0.19104243350908998,-0.12474279187812519,0.02676652059536768,0.07489645430973933,-0.1854631348276309
Delta MFCC Mean 5,-0.1313424462889725,0.014625818503775269,-0.01837053058467296,0.07397354789523095,-0.08809522913345451,0.012062752143140306,0.22032634796715486,0.10801081846903307,0.004962791101449915,-0.04817784017657447,-0.13507513415649713,-0.09379529749784848,-0.004351871515200487,0.01966411327905994,0.0014322925577149091,0.010194738921001928,-0.04325562631710889,0.05227140648430455,-0.04605024393053374,-0.005393666948299589,0.07978822985034362,-0.046458587404965834,0.06100511591791546,0.012211653533079965,0.05266949032465563,0.14700631443954984,-0.19357766353097586,-0.22733847026466114,-0.13232802941816085,-0.23365719795182313,-0.1085263381116919,0.5266225485024593,1.0,0.7271913200944898,0.42695102386079753,-0.028764178161814643,-0.13830812286601502,-0.04257565005604591,0.17285205334963344,0.0862488765441052,-0.012262824392103664,0.006613378809013552,0.05737305986407618,0.2880536552643189,0.013374289083574345,-0.06224023948079286,-0.056925124000798334,-0.0810882069528076,-0.21144830733078615,-0.20972523108155988,-0.23567600067052713,-0.21404889868802887,-0.07478684813806594,0.005705437963220959,-0.2029166643849815,-0.1038190315087254,0.09806779673117527,-0.06527951503795573,-0.21656777664382781,-0.024840380095878623,-0.07893531197874132,0.039713786516263075,0.13298472799139696,0.05744947632799426,0.01995960848266076,-0.05343634344221055,-0.011645179413960115,-0.1703289152462441,0.06810913108970774,-0.12455233063531429,-0.0750472174296499,-0.3445199218522597,-0.06366542378574386,-0.16550589491366074,-0.02124078970047576,0.0991904324864709,-0.03209298371807518,0.008849197117541192,-0.011357115805873489,0.06058259739185346,-0.0789206472636096,-0.0829919672745098,0.018580062077847154,0.06142892151835284,-0.07017240216789711,-0.010275765792830568,-0.13083054373570457
Delta MFCC Mean 6,-0.06210075823087591,-0.025103876918548537,-0.11270418668175217,-0.05187184968933533,-0.06298686395002193,-0.004634253960608313,0.018021091563371002,-0.0710577147421894,-0.0665212512156116,-0.06977761479438149,-0.16869127224682437,-0.2602594066297326,-0.20036412107154214,-0.11278035848854472,-0.12436200066680045,-0.06745249944231736,-0.032933630441353966,-0.03936655756772133,-0.09202665514336815,-0.16139526992159348,0.0014079052444869395,-0.03338006958978751,0.05382896533537833,-0.06757854574334855,-0.11843230445110776,0.07596004367275967,-0.11752602562941754,-0.16029116567888851,-0.18061142726378096,-0.16691311777587828,0.06815565927287932,0.3598443444055633,0.7271913200944898,1.0,0.6823217795563438,-0.10494399464635917,-0.3354457628859199,-0.010840976670382165,0.23576844252364082,0.017226224206858955,-0.19654223176230518,0.06353332427322624,0.08735220951259373,0.1484000232344752,0.024626808684827806,0.08358817838181644,0.22470044216216112,0.16222843488975858,-0.1908738162699619,-0.14821802543833712,-0.13684432662046303,-0.1715474637699018,-0.022109488058602786,0.03440146301271598,-0.19542226691421805,-0.0027019212750224474,0.009269162736325947,-0.1596203193751259,-0.13064750264039143,0.02468106393236057,0.06905362716019417,0.17222299729654228,0.23028161691277274,0.04511684188723392,-0.03316702493314577,-0.013050956668992125,0.1910603143868344,-0.16019327265421704,-0.026236481842199316,-0.029867842662639782,-0.08916497322352948,-0.3426598349804197,-0.09519714265814404,-0.1972586141015,0.0016117196975436246,0.12871535820011762,-0.17223683523362318,0.10268429585752423,-0.09715683105640552,0.007981255999139817,-0.10633970316382334,0.011703795361435164,0.07549383910238552,0.0048097569837667956,0.012160358474580031,-0.102461492999954,-0.14173146978879614
Delta MFCC Mean 7,-0.12111517824167681,0.006128141508733962,0.08370461436700756,0.10280854698705422,-0.14319240297604247,-0.11592319860736837,0.13571851141877617,0.10064511567511573,-0.03699905825866739,-0.0848104496102148,-0.11670687452668146,-0.08229478632569748,-0.08920965063469571,-0.10958326797054761,-0.10737207270857783,0.06724507658581481,-0.09979462110041673,0.10718405778227838,-0.13605951528913537,-0.016756394412285505,0.11702918827664421,-0.09085001025333665,0.10697553052367052,0.09311163391796133,0.09204765646674912,0.033722002171857335,-0.2607757059100516,-0.19571503540159665,-0.2460126120617958,-0.2410587304719568,-0.058213403741643285,0.21590543866385828,0.42695102386079753,0.6823217795563438,1.0,0.41448970671036417,-0.016747878631812884,-0.1638549032919876,0.0494896704982273,0.0335573547363304,-0.04926417291351607,-0.08013699197357807,0.07082855717286854,0.041563372543151754,0.14722984426458344,0.0903658784121827,0.08234118303008967,0.24572306976888753,0.0376879446460967,-0.15137399011933103,-0.23641993115626295,-0.2025358227612749,-0.06248425303577828,0.039798235960097524,-0.14492160028477394,-0.12800622519627006,0.09315090678073543,-0.0907431190229146,-0.2478369648329644,-0.11855410625000301,0.005070871054614737,0.12014199911493387,0.2177485694269817,0.14638086801743513,-0.011660416102195955,-0.0225173049085454,0.06510074149350967,-0.11595350140976118,0.08482528803448283,-0.12654653296009064,-0.02875795203940572,-0.34095405953247276,-0.14066571163574712,-0.1414479700932162,0.00923517557521611,0.1554337225006298,0.06553038646337765,0.11226589832846248,-0.10442218705596501,0.048583707041450624,-0.052970086996641734,0.009076439086305744,0.057724518804371225,0.08126660581091251,-0.038648852680219926,0.05092297855513539,-0.07143287713762346
Delta MFCC Mean 8,-0.1342338309863821,-0.008493414931362254,0.08868274609172505,0.07072433202776365,0.08195775282161599,0.1027014061657735,0.2322300609689172,0.32746633777494966,0.27560329201316414,0.19629470450802128,0.2015621552739416,0.2841012639178083,0.29870814126252354,0.23137331716898374,0.2182070107331342,-0.01848749738777142,0.05585943466486439,0.026468307053474947,-0.1326830978857968,0.15214584752715254,0.01719395960228749,-0.1846365337073703,-0.09636925396720453,0.12577070807454366,0.33790088291595444,0.1028937477467683,-0.09125087754138013,0.05171702410790479,0.1770658115122922,-0.08991170213716736,-0.3322254134558601,-0.15751827205563784,-0.028764178161814643,-0.10494399464635917,0.41448970671036417,1.0,0.6805114271553131,0.012442818439473551,-0.19557273209926543,0.2392566958179256,0.2987531777263543,-0.15591196991444337,-0.10152912851275937,-0.10168407012515181,-0.04198333589216012,0.11752845287449562,-0.13574042258199978,0.09300036096326685,0.3319822152404347,0.07210226800380408,-0.19126527251544675,-0.0911737621353778,-0.12720183515311984,0.03506016253702013,-0.0316120954913505,-0.06053961045382877,0.039470452460831834,-0.02660825555895715,-0.1479550424472658,-0.051918062122337905,-0.2455121577937459,-0.294597002376157,-0.1657329604629965,0.24925832619939817,0.14609526349047577,-0.14355052493642348,-0.29862280409003933,-0.014582028093849508,0.04075813451911718,-0.0305532818690015,0.0018582171593106718,0.0003479564838173229,0.01160075728826273,0.06418406549301352,-0.1745467874724517,-0.1495148055379593,0.31028910625607614,-0.07639862732046307,-0.08234894036850597,-0.08856172553253795,-0.11958822072959047,-0.19178390307344173,-0.020778204316532933,0.20992705249141286,-0.14335241997260662,0.1128236729188953,0.06255819661625547
Delta MFCC Mean 9,-0.008000502601424394,0.01008070027046525,-0.11097132333228804,-0.1260624695065099,0.23804114036093738,0.2624429641125669,0.03575726654732434,0.11145649195266935,0.2802945328839968,0.2937260130575529,0.31886301009283363,0.30323730548611333,0.32042102526850463,0.302760424242687,0.2761124922531511,-0.18961183883845145,0.13916954746429325,-0.16371296090788737,-0.03416600256290652,0.05183423967729737,-0.19398562633920566,-0.18910921982484508,-0.19176866917667523,-0.05198768444875679,0.1538476654679091,0.08839062792563396,0.08481716900313989,0.17115825805323395,0.09590497629481523,0.1415758531058157,-0.08596503677074664,-0.33861424015614167,-0.13830812286601502,-0.3354457628859199,-0.016747878631812884,0.6805114271553131,1.0,0.5686881338231352,0.06386336114213771,0.032618880264401524,0.23549146862950585,-0.027385133454484498,-0.1239806527650214,-0.12414314830410161,-0.2137020358772287,0.10535731777801673,-0.06032790491664017,0.023767546857573745,0.37128824938511146,0.29318613073085403,0.03771027553939123,0.1026155449718936,-0.01892452962897901,0.02633884778377975,0.024875327722814543,0.1572289443673313,-0.09540152542871783,0.015327985574688802,0.06793052362657886,0.07253890010815885,-0.2400497277770986,-0.3698905528211292,-0.3031409997553569,0.0019530104119810238,0.13044362029492662,-0.08135714035398407,-0.19826226574221015,0.04422915183374294,-0.1583710321298345,0.14763728154170527,0.04025671335961413,0.1898154962166941,0.1390656476465425,0.10295554249630884,-0.24705451987662558,-0.30610475510159474,0.06464355596093616,-0.26343138739196204,-0.06690203409678544,-0.218154683851941,-0.14610401688458471,-0.18187537306464796,-0.0893640954789591,0.15503359151329146,-0.09510270757836585,-0.0905242657708995,0.01631226892426847
Delta MFCC Mean 10,0.051122683528880906,0.029606703417659568,-0.179777943663102,-0.14387958061183456,0.11108349719379174,0.1253497474457686,-0.1394561590095405,-0.17783044136696685,-0.0010828114566373774,0.07654674111645089,0.07322620214271237,-0.000667352749529322,0.031824025965557314,0.07338880857197633,0.04445766344284606,-0.19978259207096247,0.006589675915833973,-0.15573236792793027,0.07141567716083143,-0.0848974826570191,-0.19863532036043097,0.002121163476143387,-0.06456803114822852,-0.14111948039171004,-0.23164359458966696,0.03351020979005092,0.08443497776429976,0.05291109807754425,-0.017889808989920316,0.04827803282921395,0.09452666824374849,-0.04429796668055423,-0.04257565005604591,-0.010840976670382165,-0.1638549032919876,0.012442818439473551,0.5686881338231352,1.0,0.6550669881413433,-0.04641591437047154,-0.20938215089226245,0.02878551024290653,-0.0460732187124725,0.07233409339750452,-0.22795243674327093,-0.019440927753210116,0.11333365973654609,0.03529881729493392,0.03448688704837926,0.22623160703511294,0.17758520849476908,0.1421496069981661,0.06208148884741532,-0.006651960474244156,-0.03722316206675771,0.17289501882320646,-0.07274235518447647,0.09526102681610535,0.16602421072406542,0.05328290713826569,0.01631734241014999,0.003858480756417877,0.005066993810210228,-0.16135755585026093,-0.039059891810190504,0.07730985009174943,0.1288554419890803,-0.016100439345151863,-0.15845438446463508,0.1262427513465081,0.11260310171447721,0.10362134578097656,0.07155239791363441,-0.014882639210768444,-0.035190363008550926,-0.05095582465402512,-0.23900874134692845,-0.094243488058533,0.007513030151864017,-0.11307211616746168,-0.07081530756770311,-0.007256666445060478,-0.10247181344607821,0.05590829945805018,-0.056919376125844225,-0.20622354618700448,-0.10174701349529026
Delta MFCC Mean 11,-0.034825157638054924,0.0037980860436691907,-0.04395779215185189,0.001422107002462035,-0.030704038219042936,-0.00787560762395356,-0.03821689206708264,-0.12403941670137474,-0.09198301831280799,-0.05002222291408781,-0.07939794379366956,-0.11418695312926835,-0.0778631272183234,-0.040358901364140866,-0.033887348211828636,-0.08691858856142648,-0.10359923278819304,-0.02042833185742367,0.04743008611471561,0.03018917370837483,-0.04417990633308606,0.034060795002214435,0.01908235956609966,-0.03988689362255882,-0.2512408165258082,0.028316354692422042,-0.07562220934112536,-0.10811003868372925,-0.07411761501563512,-0.08712949958026268,0.05390156933803451,0.16443352120385304,0.17285205334963344,0.23576844252364082,0.0494896704982273,-0.19557273209926543,0.06386336114213771,0.6550669881413433,1.0,0.39438068339075316,-0.08774860690700517,0.07292008965756698,0.02575211249894679,0.11728810744463436,-0.07908127644407482,-0.13764476880039617,0.04261316989357683,0.011960942708798362,-0.19391497305988034,-0.03510166730988479,0.07896074894026832,0.07281981054243071,0.14783434021796815,0.10099845974425224,-0.08501700803716394,0.010151179762921066,0.04563638413424715,0.14292398429360162,0.06672996833807433,-0.03451648346481133,0.045388616168280986,0.16083254674264946,0.26984120460001526,0.03699003694972795,-0.05788677900254009,0.043873638953574906,0.11760614190098934,-0.07656523360803742,0.009884393237311146,-0.019550576463116223,0.12540507612314983,-0.06275218021205232,-0.017751355950989634,-0.09279244945408502,0.027291206261774066,0.1563467344641201,-0.18557260505093276,0.02850459794214424,0.016542185153527567,0.06813878367640744,-0.007921709844037122,0.028515801989378003,-0.04561200253644684,0.053248069531434745,-0.054641515834998024,-0.0570062780112459,-0.08410826070040846
Delta MFCC Mean 12,-0.005951446771371052,-0.008800017027747412,-0.08174727975824168,-0.038876374466482226,0.1101076177873674,0.1303880840139286,0.03741863829413862,0.04527361213319417,0.13090889262368682,0.13918403651093825,0.09647708157631804,0.002584992072850739,0.04905608358216356,0.1371763479297323,0.19728836931517674,-0.11203978977668708,0.030628161139948148,-0.08093395624125985,-0.06508771245722854,0.19769244688255844,-0.05156407781485788,-0.09417657231234094,-0.18341796561682094,-0.048027140816878845,0.12730971443723296,0.07202512501410951,-0.005006879436224455,0.050309603233644064,0.17724887481514243,0.0057271519243076675,-0.11936907777699529,0.03441357582139082,0.0862488765441052,0.017226224206858955,0.0335573547363304,0.2392566958179256,0.032618880264401524,-0.04641591437047154,0.39438068339075316,1.0,0.71897422662589,0.039097486187379356,0.019544417800625147,-0.008060350214585088,-0.1175940373918271,-0.04658350187315578,-0.14001012226626727,-0.08336580098379459,-0.06526831750227126,-0.11715008880539202,-0.08272814177287413,0.08469753630982013,0.101841176440551,0.19442607620902866,-0.05033292951947769,0.05396253509873932,0.010061700895146785,-0.031441489588843574,0.07862363692824963,0.0587288019245853,-0.11235325207814359,-0.08888758177414727,-0.06126359563168744,0.4002060379863876,0.2811503631620243,-0.17197591996744072,-0.26200046754487283,-0.051624612764394624,-0.03670249994548236,0.0176714723791517,-0.05368270014349079,0.056591658732480864,0.09105753762774191,0.0029690833357373754,-0.10663203657813287,-0.14902182096310623,0.22638887594286958,-0.11518524116192416,-0.12096611497658015,-0.06791171984101654,-0.10915523116136822,-0.10059832704926512,0.04967942414715768,0.014637364539068349,0.04003880603622131,-0.016870838737312224,-0.020907625184188858
